# LAMMPS data file written by Ovito 3.14.1

2304 atoms
2 atom types

0.0 40.044 xlo xhi
0.0 39.798 ylo yhi
0.0 26.766 zlo zhi

Atom Type Labels

1 O
2 Si

Masses

1 15.9994  # O
2 28.0855  # Si

Atoms  # full

1 1 2 0.0 8.45689236 1.1242935 8.88657966
2 1 2 0.0 1.55410764 18.7747065 2.19507966
3 1 2 0.0 18.46789236 8.8252065 11.18792034
4 1 2 0.0 11.56510764 11.0737935 4.49642034
5 1 2 0.0 11.56510764 18.7747065 4.49642034
6 1 2 0.0 18.46789236 1.1242935 11.18792034
7 1 2 0.0 1.55410764 11.0737935 2.19507966
8 1 2 0.0 8.45689236 8.8252065 8.88657966
9 1 2 0.0 6.14995752 0.55160028 10.8495981
10 1 2 0.0 3.86104248 19.34739972 4.1580981
11 1 2 0.0 16.16095752 9.39789972 9.2249019
12 1 2 0.0 13.87204248 10.50110028 2.5334019
13 1 2 0.0 13.87204248 19.34739972 2.5334019
14 1 2 0.0 16.16095752 0.55160028 9.2249019
15 1 2 0.0 3.86104248 10.50110028 4.1580981
16 1 2 0.0 6.14995752 9.39789972 10.8495981
17 1 2 0.0 5.58834042 1.21921173 0.4175496
18 1 2 0.0 4.42265958 18.67978827 7.1090496
19 1 2 0.0 15.59934042 8.73028827 6.2739504
20 1 2 0.0 14.43365958 11.16871173 12.9654504
21 1 2 0.0 14.43365958 18.67978827 12.9654504
22 1 2 0.0 15.59934042 1.21921173 6.2739504
23 1 2 0.0 4.42265958 11.16871173 7.1090496
24 1 2 0.0 5.58834042 8.73028827 0.4175496
25 1 2 0.0 2.4456873 1.25323902 0.3573261
26 1 2 0.0 7.5653127 18.64576098 7.0488261
27 1 2 0.0 12.4566873 8.69626098 6.3341739
28 1 2 0.0 17.5763127 11.20273902 13.0256739
29 1 2 0.0 17.5763127 18.64576098 13.0256739
30 1 2 0.0 12.4566873 1.25323902 6.3341739
31 1 2 0.0 7.5653127 11.20273902 7.0488261
32 1 2 0.0 2.4456873 8.69626098 0.3573261
33 1 2 0.0 1.42716816 0.54165078 10.90031967
34 1 2 0.0 8.58383184 19.35734922 4.20881967
35 1 2 0.0 11.43816816 9.40784922 9.17418033
36 1 2 0.0 18.59483184 10.49115078 2.48268033
37 1 2 0.0 18.59483184 19.35734922 2.48268033
38 1 2 0.0 11.43816816 0.54165078 9.17418033
39 1 2 0.0 8.58383184 10.49115078 4.20881967
40 1 2 0.0 1.42716816 9.40784922 10.90031967
41 1 2 0.0 3.73230102 1.17324504 8.99096706
42 1 2 0.0 6.27869898 18.72575496 2.29946706
43 1 2 0.0 13.74330102 8.77625496 11.08353294
44 1 2 0.0 16.28969898 11.12274504 4.39203294
45 1 2 0.0 16.28969898 18.72575496 4.39203294
46 1 2 0.0 13.74330102 1.17324504 11.08353294
47 1 2 0.0 6.27869898 11.12274504 2.29946706
48 1 2 0.0 3.73230102 8.77625496 8.99096706
49 1 2 0.0 8.4622983 16.4664225 9.00435006
50 1 2 0.0 1.5487017 3.4325775 2.31285006
51 1 2 0.0 18.4732983 13.3820775 11.07014994
52 1 2 0.0 11.5597017 6.5169225 4.37864994
53 1 2 0.0 11.5597017 3.4325775 4.37864994
54 1 2 0.0 18.4732983 16.4664225 11.07014994
55 1 2 0.0 1.5487017 6.5169225 2.31285006
56 1 2 0.0 8.4622983 13.3820775 9.00435006
57 1 2 0.0 6.16237116 17.30894616 10.90072116
58 1 2 0.0 3.84862884 2.59005384 4.20922116
